UKPRN,HE provider,Country of HE provider,Academic Year,Region of HE provider,Days ratio of total net assets to total expenditure,Days ratio of total net assets to total expenditure excl. pension adjustment,Debt service ratio,External borrowing as a % of total income,General funds as a % of total income,Net cash inflow from operating activities as a % of total income,Net liquidity days,Net liquidity days excl. pension adjustment,Premises costs as a % of total costs,Premises costs as a % of total costs excl. pension adjustment,Ratio of current assets to current liabilities,Staff costs as a % of total income,Staff costs excl. pension adjustment as a % of total income,Surplus/(deficit) as a % of total income,Surplus/(deficit) excl. pension adjustment as a % of total income,Unrestricted reserves as a % of total income
10019368,London College of Business Studies,England,2022/23,London,415.0,415.0,5.3,0.149,,0.27,101.0,101.0,0.0,0.0,6.3,0.416,0.416,0.08199999999999999,0.08199999999999999,1.044
10019368,London College of Business Studies,England,2023/24,London,296.0,296.0,51.1,0.207,,0.547,225.0,225.0,0.0,0.0,3.1,0.295,0.295,0.334,0.334,0.54
10020038,Commonwealth College of Excellence,England,2022/23,London,488.0,488.0,0.0,0.0,,0.667,480.0,480.0,0.0,0.0,5.8,0.476,0.476,0.083,0.083,1.071
10020038,Commonwealth College of Excellence,England,2023/24,London,120.0,120.0,0.0,0.0,,0.009000000000000001,74.0,74.0,0.0,0.0,2.4,0.525,0.525,0.07200000000000001,0.07200000000000001,0.275
10020118,Higher Rhythm Limited,England,2022/23,Yorkshire and The Humber,543.0,543.0,27.0,0.013,,0.121,331.0,331.0,0.065,0.065,21.1,0.609,0.609,0.07200000000000001,0.07200000000000001,1.272
10020118,Higher Rhythm Limited,England,2023/24,Yorkshire and The Humber,565.0,565.0,47.3,0.029,,0.261,373.0,373.0,0.059,0.059,8.7,0.5489999999999999,0.5489999999999999,0.165,0.165,1.3119999999999998
10020381,Tavistock and Portman NHS Foundation Trust,England,2020/21,London,164.0,164.0,17.8,0.041,,0.121,85.0,85.0,0.097,0.097,1.3,0.722,0.722,0.01,0.01,0.445
10020381,Tavistock and Portman NHS Foundation Trust,England,2021/22,London,98.0,98.0,9.3,0.035,,0.069,74.0,74.0,0.127,0.127,0.9,0.77,0.77,-0.17800000000000002,-0.17800000000000002,0.315
10020381,Tavistock and Portman NHS Foundation Trust,England,2022/23,London,88.0,88.0,-1.7,0.026,,-0.023,48.0,48.0,0.035,0.035,0.7,0.765,0.765,-0.051,-0.051,0.254
10020381,Tavistock and Portman NHS Foundation Trust,England,2023/24,London,55.0,55.0,-5.2,0.027000000000000003,,-0.042,11.0,11.0,0.05,0.05,0.6,0.72,0.72,-0.032,-0.032,0.155
10020416,Missio Dei,England,2018/19,East Midlands,986.0,986.0,,0.0,,-0.086,23.0,23.0,0.0,0.0,39.4,0.485,0.485,-0.17600000000000002,-0.17600000000000002,3.177
10020416,Missio Dei,England,2019/20,East Midlands,481.0,481.0,,0.0,,0.092,229.0,229.0,0.057,0.057,3.4,0.474,0.474,0.084,0.084,1.208
10020416,Missio Dei,England,2020/21,East Midlands,679.0,679.0,0.0,0.0,,0.085,394.0,394.0,0.0,0.0,5.3,0.3720000000000001,0.3720000000000001,0.226,0.226,1.439
10020416,Missio Dei,England,2021/22,East Midlands,809.0,809.0,0.0,0.0,,0.246,757.0,757.0,0.035,0.035,11.9,0.289,0.289,0.221,0.221,1.655
10020416,Missio Dei,England,2022/23,East Midlands,673.0,673.0,0.0,0.0,,0.005,616.0,616.0,0.026,0.026,12.3,0.318,0.318,0.054000000000000006,0.054000000000000006,1.6909999999999998
10020416,Missio Dei,England,2023/24,East Midlands,603.0,603.0,0.0,0.0,,-0.065,557.0,557.0,0.0,0.0,11.0,0.413,0.413,-0.049,-0.049,1.672
10020436,Royal School of Needlework (The),England,2019/20,London,897.0,897.0,,0.0,,0.015,64.0,64.0,0.095,0.095,1.0,0.479,0.479,0.06,0.06,0.946
10020436,Royal School of Needlework (The),England,2020/21,London,919.0,919.0,0.0,0.025,,-0.098,94.0,94.0,0.114,0.114,1.1,0.609,0.609,-0.061,-0.061,1.091
10020436,Royal School of Needlework (The),England,2021/22,London,1063.0,1063.0,-1.2,0.0,,-0.026,88.0,88.0,0.108,0.108,1.2,0.526,0.526,0.048,0.048,1.195
10020436,Royal School of Needlework (The),England,2022/23,London,836.0,836.0,0.0,0.0,,-0.041,85.0,85.0,0.099,0.099,1.5,0.468,0.468,0.083,0.083,0.955
10020436,Royal School of Needlework (The),England,2023/24,London,590.0,590.0,0.0,0.0,,-0.053,62.0,62.0,0.08800000000000001,0.08800000000000001,1.0,0.5539999999999999,0.5539999999999999,-0.115,-0.115,0.764
10020436,Royal School of Needlework (The),England,2024/25,London,514.0,514.0,-103.2,0.005,,-0.174,28.0,28.0,0.092,0.092,0.5,0.609,0.609,-0.161,-0.161,0.626
10021100,Regents Theological College,England,2019/20,West Midlands,747.0,747.0,,0.6459999999999999,,0.087,96.0,96.0,0.002,0.002,5.0,0.467,0.467,0.045,0.045,1.946
10021100,Regents Theological College,England,2020/21,West Midlands,853.0,853.0,2.7,0.685,,0.122,121.0,121.0,0.002,0.002,6.0,0.51,0.51,0.045,0.045,2.22
10021100,Regents Theological College,England,2021/22,West Midlands,930.0,930.0,1.6,0.659,,0.126,163.0,163.0,0.0,0.0,7.9,0.506,0.506,0.073,0.073,2.349
10021100,Regents Theological College,England,2022/23,West Midlands,864.0,864.0,3.2,0.617,,0.096,164.0,164.0,0.002,0.002,3.7,0.489,0.489,0.009000000000000001,0.009000000000000001,2.33
10021100,Regents Theological College,England,2023/24,West Midlands,932.0,932.0,0.8,0.442,,0.11,142.0,142.0,0.002,0.002,6.8,0.452,0.452,0.079,0.079,2.341
10021100,Regents Theological College,England,2024/25,West Midlands,902.0,902.0,1.4,0.408,,0.092,145.0,145.0,0.004,0.004,6.5,0.469,0.469,0.026,0.026,2.395
10021256,William Booth College,England,2018/19,London,1001.0,1001.0,,0.003,,-0.05,204.0,204.0,0.003,0.003,4.7,0.407,0.407,0.018000000000000002,0.018000000000000002,0.745
10021256,William Booth College,England,2019/20,London,978.0,978.0,,0.003,,-0.039,171.0,171.0,0.0,0.0,4.6,0.384,0.384,0.022,0.022,0.659
10021256,William Booth College,England,2020/21,London,1294.0,1294.0,500.3,0.002,,0.12,261.0,261.0,0.0,0.0,5.6,0.384,0.384,0.163,0.163,0.925
10021256,William Booth College,England,2021/22,London,1249.0,1249.0,730.9,0.002,,0.135,246.0,246.0,0.0,0.0,4.8,0.326,0.326,0.196,0.196,0.951
10021256,William Booth College,England,2022/23,London,1063.0,1063.0,236.6,0.001,,0.076,185.0,185.0,0.0,0.0,4.1,0.402,0.402,0.038,0.038,0.938
10021256,William Booth College,England,2023/24,London,1064.0,1064.0,416.6,0.001,,0.107,174.0,174.0,0.0,0.0,2.9,0.339,0.339,0.056,0.056,1.132
10021682,Kaplan Open Learning (Essex) Limited,England,2019/20,Yorkshire and The Humber,-136.0,-136.0,,0.0,,-0.199,47.0,47.0,0.023,0.023,0.6,0.279,0.279,0.182,0.182,-0.305
10021682,Kaplan Open Learning (Essex) Limited,England,2020/21,Yorkshire and The Humber,-33.0,-33.0,0.0,0.0,,0.061,54.0,54.0,0.0,0.0,0.9,0.238,0.238,0.197,0.197,-0.073
10021682,Kaplan Open Learning (Essex) Limited,England,2021/22,Yorkshire and The Humber,66.0,66.0,0.0,0.0,,-0.069,4.0,4.0,0.006999999999999999,0.006999999999999999,1.1,0.207,0.207,0.236,0.236,0.138
10021682,Kaplan Open Learning (Essex) Limited,England,2022/23,Yorkshire and The Humber,178.0,178.0,0.0,0.0,,0.05,28.0,28.0,0.005,0.005,1.3,0.237,0.237,0.279,0.279,0.35100000000000003
10021682,Kaplan Open Learning (Essex) Limited,England,2023/24,Yorkshire and The Humber,247.0,247.0,0.0,0.0,,0.016,33.0,33.0,0.0,0.0,1.4,0.242,0.242,0.235,0.235,0.518
10021682,Kaplan Open Learning (Essex) Limited,England,2024/25,Yorkshire and The Humber,104.0,104.0,0.0,0.0,,0.408,28.0,28.0,0.0,0.0,1.3,0.272,0.272,0.181,0.181,0.233
10022047,Empire College London Limited,England,2018/19,London,86.0,86.0,,0.0,,0.225,82.0,82.0,0.0,0.0,1.9,0.454,0.454,0.267,0.267,0.172
10022047,Empire College London Limited,England,2019/20,London,154.0,154.0,,0.0,,0.341,181.0,181.0,0.0,0.0,2.5,0.419,0.419,0.321,0.321,0.287
10022047,Empire College London Limited,England,2020/21,London,297.0,297.0,-17.9,0.017,,0.298,290.0,290.0,0.0,0.0,3.7,0.275,0.275,0.41,0.41,0.48
10022047,Empire College London Limited,England,2021/22,London,289.0,289.0,25.7,0.005,,0.305,329.0,329.0,0.0,0.0,3.3,0.358,0.358,0.282,0.282,0.569
10022047,Empire College London Limited,England,2022/23,London,347.0,347.0,71.3,0.0,,0.24,217.0,217.0,0.0,0.0,2.8,0.318,0.318,0.28600000000000003,0.28600000000000003,0.68
10022047,Empire College London Limited,England,2023/24,London,347.0,347.0,0.0,0.0,,0.245,247.0,247.0,0.0,0.0,2.6,0.28,0.28,0.321,0.321,0.6459999999999999
10022087,Futureworks,England,2019/20,North West,-380.0,-380.0,,0.0,,0.005,10.0,10.0,0.223,0.223,0.6,0.438,0.438,0.028,0.028,-1.014
10022087,Futureworks,England,2020/21,North West,-348.0,-348.0,-119.5,1.031,,0.069,22.0,22.0,0.214,0.214,0.6,0.45,0.45,0.055,0.055,-0.9
10022087,Futureworks,England,2021/22,North West,-291.0,-291.0,11.4,0.99,,0.042,38.0,38.0,0.21,0.21,1.0,0.444,0.444,0.092,0.092,-0.7240000000000001
10022087,Futureworks,England,2022/23,North West,-256.0,-256.0,1.0,0.95,,0.022,22.0,22.0,0.0,0.0,0.9,0.481,0.481,0.032,0.032,-0.679
10022087,Futureworks,England,2023/24,North West,-232.0,-232.0,2.8,0.863,,0.063,21.0,21.0,0.041,0.041,0.7,0.473,0.473,-0.009000000000000001,-0.009000000000000001,-0.642
10022087,Futureworks,England,2024/25,North West,-241.0,-241.0,-0.9,0.8190000000000001,,-0.018000000000000002,2.0,2.0,0.053,0.053,0.4,0.487,0.487,-0.102,-0.102,-0.7290000000000001
10022285,London School of Management Education,England,2019/20,London,508.0,508.0,,0.0,,0.122,30.0,30.0,0.025,0.025,4.5,0.422,0.422,0.232,0.232,1.068
10022285,London School of Management Education,England,2020/21,London,479.0,479.0,-1151.0,0.061,,0.35,235.0,235.0,0.017,0.017,5.6,0.252,0.252,0.369,0.369,0.828
10022285,London School of Management Education,England,2021/22,London,470.0,470.0,0.0,0.047,,0.07200000000000001,180.0,180.0,0.026,0.026,5.7,0.258,0.258,0.317,0.317,0.88
10022285,London School of Management Education,England,2022/23,London,458.0,458.0,4.1,0.022,,0.094,164.0,164.0,0.062,0.062,7.1,0.268,0.268,0.228,0.228,0.97
10022285,London School of Management Education,England,2023/24,London,540.0,540.0,2.4,0.0,,0.05,129.0,129.0,0.02,0.02,7.3,0.278,0.278,0.267,0.267,1.084
10022285,London School of Management Education,England,2024/25,London,564.0,564.0,0.0,0.0,,0.133,152.0,152.0,0.012,0.012,8.2,0.273,0.273,0.25,0.25,1.159
10022944,Stratford College London (SCL),England,2023/24,London,1118.0,1118.0,-7.0,0.157,,-0.355,195.0,195.0,0.423,0.423,12.4,0.309,0.309,0.041,0.041,2.705
10022944,Stratford College London (SCL),England,2024/25,London,543.0,543.0,-5.2,0.031,,-0.08900000000000001,30.0,30.0,0.026,0.026,7.1,0.084,0.084,0.222,0.222,1.079
10023434,London School of Commerce & IT Limited,England,2018/19,London,260.0,260.0,,0.0,,0.251,209.0,209.0,0.014,0.014,8.5,0.183,0.183,0.117,0.117,0.438
10023434,London School of Commerce & IT Limited,England,2019/20,London,196.0,196.0,,0.0,,0.242,223.0,223.0,0.34700000000000003,0.34700000000000003,2.9,0.236,0.236,0.117,0.117,0.359
10023434,London School of Commerce & IT Limited,England,2020/21,London,163.0,163.0,0.0,0.0,,0.7090000000000001,418.0,418.0,0.174,0.174,1.6,0.086,0.086,0.258,0.258,0.302
10023434,London School of Commerce & IT Limited,England,2021/22,London,348.0,348.0,0.0,0.0,,0.648,792.0,792.0,0.008,0.008,1.7,0.092,0.092,0.394,0.394,0.5539999999999999
10023434,London School of Commerce & IT Limited,England,2022/23,London,417.0,417.0,0.0,0.0,,0.33,738.0,738.0,0.002,0.002,2.2,0.056,0.056,0.374,0.374,0.6990000000000001
10023434,London School of Commerce & IT Limited,England,2023/24,London,580.0,580.0,126.7,0.0,,0.417,984.0,984.0,0.155,0.155,2.4,0.067,0.067,0.368,0.368,0.986
10023442,The College of Osteopaths,England,2020/21,East of England,665.0,665.0,0.0,0.0,,0.065,325.0,325.0,0.11,0.11,15.1,0.584,0.584,0.094,0.094,1.652
10023442,The College of Osteopaths,England,2021/22,East of England,605.0,605.0,0.0,0.0,,0.112,334.0,334.0,0.08199999999999999,0.08199999999999999,6.3,0.655,0.655,0.005,0.005,1.617
10023442,The College of Osteopaths,England,2022/23,East of England,476.0,476.0,0.0,0.0,,-0.132,237.0,237.0,0.07200000000000001,0.07200000000000001,5.2,0.684,0.684,-0.115,-0.115,1.456
10023442,The College of Osteopaths,England,2023/24,East of England,449.0,449.0,0.0,0.0,,-0.044,228.0,228.0,0.083,0.083,3.5,0.7020000000000001,0.7020000000000001,-0.117,-0.117,1.374
10023442,The College of Osteopaths,England,2024/25,East of England,354.0,354.0,174.5,0.0,,-0.414,109.0,109.0,0.1,0.1,2.5,0.8140000000000001,0.8140000000000001,-0.35600000000000004,-0.35600000000000004,1.317
10023452,The Markfield Institute of Higher Education,England,2019/20,East Midlands,102.0,102.0,,0.226,,0.14300000000000002,79.0,79.0,0.08800000000000001,0.08800000000000001,2.7,0.4270000000000001,0.4270000000000001,0.333,0.333,-0.013
10023452,The Markfield Institute of Higher Education,England,2020/21,East Midlands,115.0,115.0,8.8,0.227,,0.059,88.0,88.0,0.076,0.076,2.5,0.5670000000000001,0.5670000000000001,0.07,0.07,0.054000000000000006
10023452,The Markfield Institute of Higher Education,England,2021/22,East Midlands,299.0,299.0,6.1,0.0,,0.25,53.0,53.0,0.078,0.078,2.9,0.387,0.387,0.35700000000000004,0.35700000000000004,0.388
10023452,The Markfield Institute of Higher Education,England,2022/23,East Midlands,128.0,128.0,0.0,0.0,,0.106,86.0,86.0,0.076,0.076,1.0,0.679,0.679,-0.113,-0.113,0.14800000000000002
10023452,The Markfield Institute of Higher Education,England,2023/24,East Midlands,101.0,101.0,0.0,0.0,,-0.09,60.0,60.0,0.112,0.112,0.9,0.7120000000000001,0.7120000000000001,-0.097,-0.097,0.034
10023452,The Markfield Institute of Higher Education,England,2024/25,East Midlands,194.0,194.0,0.0,0.0,,0.039,73.0,73.0,0.103,0.103,1.2,0.484,0.484,0.212,0.212,0.136
10023453,Matrix College of Counselling and Psychotherapy Ltd,England,2019/20,East of England,34.0,34.0,,0.0,,0.192,61.0,61.0,0.16699999999999998,0.16699999999999998,1.2,0.365,0.365,0.166,0.166,0.077
10023453,Matrix College of Counselling and Psychotherapy Ltd,England,2020/21,East of England,59.0,59.0,0.0,0.002,,0.18600000000000005,95.0,95.0,0.16899999999999998,0.16899999999999998,1.5,0.392,0.392,0.18600000000000005,0.18600000000000005,0.131
10023453,Matrix College of Counselling and Psychotherapy Ltd,England,2021/22,East of England,56.0,56.0,0.0,0.0,,0.125,77.0,77.0,0.14300000000000002,0.14300000000000002,1.6,0.428,0.428,0.187,0.187,0.125
10023453,Matrix College of Counselling and Psychotherapy Ltd,England,2022/23,East of England,25.0,25.0,0.0,0.0,,0.123,45.0,45.0,0.157,0.157,1.2,0.455,0.455,0.111,0.111,0.061
10023453,Matrix College of Counselling and Psychotherapy Ltd,England,2023/24,East of England,26.0,26.0,0.0,0.0,,0.188,56.0,56.0,0.16699999999999998,0.16699999999999998,1.3,0.394,0.394,0.187,0.187,0.057
10023453,Matrix College of Counselling and Psychotherapy Ltd,England,2024/25,East of England,17.0,17.0,0.0,0.0,,0.103,46.0,46.0,0.18600000000000005,0.18600000000000005,1.2,0.433,0.433,0.136,0.136,0.039
10023454,Moorlands College,England,2018/19,South East,931.0,931.0,,0.0,,0.006,146.0,146.0,0.02,0.02,7.7,0.596,0.596,-0.065,-0.065,2.664
10023454,Moorlands College,England,2019/20,South East,937.0,937.0,,0.0,,0.131,189.0,189.0,0.023,0.023,6.1,0.597,0.597,0.029,0.029,2.4290000000000003
10023454,Moorlands College,England,2020/21,South East,921.0,921.0,0.0,0.0,,0.049,182.0,182.0,0.03,0.03,5.0,0.617,0.617,0.009000000000000001,0.009000000000000001,2.455
10023454,Moorlands College,England,2021/22,South East,924.0,924.0,0.0,0.0,,-0.066,155.0,155.0,0.025,0.025,6.1,0.664,0.664,-0.091,-0.091,2.6830000000000003
10023454,Moorlands College,England,2022/23,South East,981.0,981.0,0.0,0.0,,0.033,170.0,170.0,0.019,0.019,6.7,0.605,0.605,-0.006999999999999999,-0.006999999999999999,2.617
10023454,Moorlands College,England,2023/24,South East,978.0,978.0,0.0,0.0,,-0.14400000000000002,119.0,119.0,0.024,0.024,6.6,0.71,0.71,-0.152,-0.152,3.029
10023456,Newbold College,England,2020/21,South East,1181.0,1181.0,0.0,0.0,,-0.005,83.0,83.0,0.048,0.048,10.2,0.608,0.608,-0.006999999999999999,-0.006999999999999999,2.048
10023456,Newbold College,England,2021/22,South East,1387.0,1387.0,0.0,0.0,,0.025,95.0,95.0,0.09,0.09,9.4,0.523,0.523,0.03,0.03,1.731
10023456,Newbold College,England,2022/23,South East,1038.0,1038.0,0.0,0.0,,0.08199999999999999,83.0,83.0,0.408,0.408,4.8,0.5,0.5,-0.184,-0.184,1.735
10023456,Newbold College,England,2023/24,South East,1248.0,1248.0,0.0,0.0,,0.047,87.0,87.0,0.217,0.217,5.4,0.4970000000000001,0.4970000000000001,0.096,0.096,1.68
10023456,Newbold College,England,2024/25,South East,1188.0,1188.0,0.0,0.0,,0.044,84.0,84.0,0.201,0.201,16.2,0.557,0.557,0.051,0.051,1.74
10023458,The Sherwood Psychotherapy Training Institute Limited,England,2019/20,East Midlands,109.0,109.0,,0.0,,0.073,162.0,162.0,0.108,0.108,2.5,0.645,0.645,0.067,0.067,0.279
10023458,The Sherwood Psychotherapy Training Institute Limited,England,2020/21,East Midlands,93.0,93.0,0.0,0.0,,0.041,154.0,154.0,0.091,0.091,2.2,0.695,0.695,-0.006999999999999999,-0.006999999999999999,0.256
10023458,The Sherwood Psychotherapy Training Institute Limited,England,2021/22,East Midlands,85.0,85.0,0.0,0.042,,-0.002,165.0,165.0,0.095,0.095,2.0,0.738,0.738,-0.031,-0.031,0.239
10023458,The Sherwood Psychotherapy Training Institute Limited,England,2022/23,East Midlands,58.0,58.0,-18.1,0.037000000000000005,,-0.17,95.0,95.0,0.132,0.132,2.2,0.746,0.746,-0.085,-0.085,0.172
10023458,The Sherwood Psychotherapy Training Institute Limited,England,2023/24,East Midlands,57.0,57.0,4.3,0.061,,0.034,89.0,89.0,0.11,0.11,1.8,0.657,0.657,0.01,0.01,0.154
10023458,The Sherwood Psychotherapy Training Institute Limited,England,2024/25,East Midlands,40.0,40.0,-8.0,0.059,,-0.005,70.0,70.0,0.12,0.12,1.4,0.6920000000000001,0.6920000000000001,-0.044,-0.044,0.115
10023464,Trinity College Bristol,England,2019/20,South West,1744.0,1744.0,,0.613,,0.019,-51.0,-51.0,0.269,0.269,0.1,0.529,0.529,-0.041,-0.041,4.952
10023464,Trinity College Bristol,England,2020/21,South West,1849.0,1849.0,1.9,0.586,,0.076,-44.0,-44.0,0.25,0.25,0.2,0.495,0.495,0.019,0.019,4.949
10023464,Trinity College Bristol,England,2021/22,South West,1787.0,1787.0,2.5,0.52,,0.095,-29.0,-29.0,0.258,0.258,0.2,0.475,0.475,0.008,0.008,4.835
10023464,Trinity College Bristol,England,2022/23,South West,1587.0,1587.0,-2.1,0.382,,-0.079,6.0,6.0,0.131,0.131,0.6,0.5379999999999999,0.5379999999999999,-0.098,-0.098,4.744
10023464,Trinity College Bristol,England,2023/24,South West,1639.0,1639.0,0.0,0.465,,0.002,-22.0,-22.0,0.13,0.13,0.3,0.5529999999999999,0.5529999999999999,-0.098,-0.098,4.904
10023464,Trinity College Bristol,England,2024/25,South West,1851.0,1851.0,3.0,0.248,,0.281,74.0,74.0,0.116,0.116,2.3,0.402,0.402,0.253,0.253,3.5780000000000003
10023777,Mont Rose College of Management and Sciences Limited,England,2019/20,London,557.0,557.0,,0.0,,0.438,383.0,383.0,0.237,0.237,4.8,0.295,0.295,0.3,0.3,1.067
10023777,Mont Rose College of Management and Sciences Limited,England,2020/21,London,566.0,566.0,0.0,0.0,,0.197,451.0,451.0,0.134,0.134,5.1,0.329,0.329,0.209,0.209,1.226
10023777,Mont Rose College of Management and Sciences Limited,England,2021/22,London,676.0,676.0,-407.2,0.226,,-0.873,74.0,74.0,0.184,0.184,3.7,0.309,0.309,0.295,0.295,1.306
10023777,Mont Rose College of Management and Sciences Limited,England,2022/23,London,723.0,723.0,1.3,0.08900000000000001,,0.187,89.0,89.0,0.189,0.189,6.7,0.369,0.369,0.24,0.24,1.505
10023777,Mont Rose College of Management and Sciences Limited,England,2023/24,London,775.0,775.0,0.5,0.0,,0.046,56.0,56.0,0.191,0.191,10.9,0.436,0.436,0.196,0.196,1.707
10023777,Mont Rose College of Management and Sciences Limited,England,2024/25,London,705.0,705.0,313.8,0.0,,0.157,116.0,116.0,0.155,0.155,22.6,0.421,0.421,0.17600000000000002,0.17600000000000002,1.591
10023871,Results Consortium Limited,England,2019/20,East of England,45.0,45.0,,0.0,,-0.059,29.0,29.0,0.103,0.103,2.0,0.436,0.436,0.102,0.102,0.11
10023871,Results Consortium Limited,England,2020/21,East of England,33.0,33.0,0.0,0.052000000000000005,,-0.073,54.0,54.0,0.12,0.12,2.4,0.4,0.4,0.045,0.045,0.086
10023871,Results Consortium Limited,England,2021/22,East of England,33.0,33.0,-0.3,0.028,,-0.002,31.0,31.0,0.121,0.121,2.1,0.531,0.531,0.04,0.04,0.085
10023871,Results Consortium Limited,England,2022/23,East of England,77.0,77.0,58.6,0.012,,0.264,112.0,112.0,0.153,0.153,1.6,0.328,0.328,0.162,0.162,0.177
10023871,Results Consortium Limited,England,2023/24,East of England,95.0,95.0,114.1,0.004,,0.254,162.0,162.0,0.133,0.133,1.4,0.366,0.366,0.182,0.182,0.213
10024024,Central Film School,England,2019/20,London,60.0,60.0,,0.0,,-0.429,181.0,181.0,0.234,0.234,1.5,0.444,0.444,-0.337,-0.337,-3.214
10024024,Central Film School,England,2020/21,London,-15.0,-15.0,0.0,0.006999999999999999,,-0.653,21.0,21.0,0.21,0.21,1.2,0.532,0.532,-0.304,-0.304,-3.985
10024024,Central Film School,England,2021/22,London,-71.0,-71.0,-30.7,0.27,,-0.189,37.0,37.0,0.252,0.252,1.4,0.456,0.456,-0.172,-0.172,-4.3260000000000005
10024024,Central Film School,England,2022/23,London,-94.0,-94.0,2.2,0.196,,0.025,26.0,26.0,0.266,0.266,1.2,0.396,0.396,-0.111,-0.111,-3.298
10024024,Central Film School,England,2023/24,London,-19.0,-19.0,28.6,0.141,,0.092,63.0,63.0,0.2,0.2,1.4,0.343,0.343,0.165,0.165,-2.204
10024024,Central Film School,England,2024/25,London,73.0,73.0,39.1,0.122,,0.126,106.0,106.0,0.16,0.16,1.3,0.315,0.315,0.198,0.198,-1.715
10025197,University Centre Quayside Limited,England,2019/20,North East,430.0,430.0,,0.0,,-0.068,265.0,265.0,0.083,0.083,32.8,0.696,0.696,0.026,0.026,1.147
10025197,University Centre Quayside Limited,England,2020/21,North East,349.0,349.0,0.0,0.0,,0.099,260.0,260.0,0.026,0.026,5.2,0.8079999999999999,0.8079999999999999,-0.081,-0.081,1.033
10025197,University Centre Quayside Limited,England,2021/22,North East,298.0,298.0,0.0,0.0,,-0.002,207.0,207.0,0.004,0.004,8.6,0.574,0.574,0.029,0.029,0.7929999999999999
10025197,University Centre Quayside Limited,England,2022/23,North East,268.0,268.0,0.0,0.0,,-0.011,187.0,187.0,0.0,0.0,17.7,0.605,0.605,0.054000000000000006,0.054000000000000006,0.6940000000000001
